Sample.tag.,Subspp.Prov.ID,Pop,Height10_10,Crown10_10,Ellip_vol10_10,Height5_11,Crown7_11,Ellip_vol11,Height5_12,Crown5_12,Ellip_vol12,2yr_grw_vol_cm,2yr_grw_vol_m,y2011,y2012,y2011_m,y2012_m
439,UTV-2-6,UTV-2-6,21.3,23.9,2132.38743,9.8,769.586,31591.61613,41,2652.848,455601.1724,485060.4011,0.485060401,31591.61613,424009.5563,0.031591616,0.424009556
440,IDT-2-7,IDT-2-7,15,42.1,2645.221014,8.3,974.96,33896.39405,77,6362.391,2052105.525,2083356.698,2.083356698,33896.39405,2018209.131,0.033896394,2.018209131
441,NMT-1-10,NMT-1-10,38.2,83.1,13296.9794,9,189.841,7156.837091,67,5388.302,1512221.265,1506081.122,1.506081122,7156.837091,1505064.428,0.007156837,1.505064428
442,UTT-2-8,UTT-2-8,37.4,132.1,20694.88556,12.2,1587.636,81133.34433,96.5,3777.291,1526849.976,1587288.435,1.587288435,81133.34433,1445716.631,0.081133344,1.445716631
443,UTV-1-4,UTV-1-4,13.3,116,6462.465528,12.4,1035.139,53766.15329,48,2241.901,450760.9415,498064.6293,0.498064629,53766.15329,396994.7883,0.053766153,0.396994788
444,MTV-1-8,MTV-1-8,8.1,36.7,1245.201664,7.7,785.366,25330.94724,32,633.173,84871.32353,108957.0691,0.108957069,25330.94724,59540.37629,0.025330947,0.059540376
445,MTW-3-5,MTW-3-5,13.4,14,785.8170424,4.1,157.6,2706.628679,26.3,1276.532,140629.3806,142550.1922,0.142550192,2706.628679,137922.7519,0.002706629,0.137922752
446,COW-2-6,COW-2-6,14,61.2,3588.955447,10.1,336.355,14230.09735,56.5,206.433,48855.80585,59496.94775,0.059496948,14230.09735,34625.70851,0.014230097,0.034625709
447,IDW-2-6,IDW-2-6,9,14.5,546.6371217,3.5,172.037,2522.194152,10,1523.465,63814.75269,65790.30972,0.06579031,2522.194152,61292.55854,0.002522194,0.061292559
448,MTW-1-5,MTW-1-5,16,15.4,1032.117906,5.4,209.717,4743.686783,40.5,4026.054,683003.9701,686715.539,0.686715539,4743.686783,678260.2834,0.004743687,0.678260283
449,IDT-1-10,IDT-1-10,15,17.5,1099.557429,7.7,577.051,18612.02094,64.5,8465.738,2287247.426,2304759.89,2.30475989,18612.02094,2268635.406,0.018612021,2.268635406
450,IDT-2-3,IDT-2-3,36.9,141.6,21886.59637,10.7,1205.734,54041.06443,77.3,3186.674,1031824.273,1063978.741,1.063978741,54041.06443,977783.2087,0.054041064,0.977783209
451,ORT-1-8,ORT-1-8,20.3,75,6377.433087,8.1,1226.775,41623.49514,56,2638.724,618971.4297,654217.4917,0.654217492,41623.49514,577347.9345,0.041623495,0.577347935
452,UTW-2-1,UTW-2-1,14.2,24.9,1481.072441,7.8,689.289,22520.83869,39.5,2638.724,436595.9192,457635.6854,0.457635685,22520.83869,414075.0805,0.022520839,0.41407508
453,CAV-1-4,CAV-1-4,24.7,196,20278.77114,11,1713.906,78971.11931,53.4,5900.89,1319919.318,1378611.667,1.378611667,78971.11931,1240948.199,0.078971119,1.240948199
454,ORV-1-3,ORV-1-3,14.5,126.6,7689.362179,10.5,1095.542,48184.45378,56.5,1545.002,365650.4423,406145.5339,0.406145534,48184.45378,317465.9885,0.048184454,0.317465989
455,WAT-2-6,WAT-2-6,38.8,256.4,41671.42537,12.8,1593.39,85432.01823,76.5,7926.312,2539926.842,2583687.435,2.583687435,85432.01823,2454494.824,0.085432018,2.454494824
456,ORT-1-2,ORT-1-2,18.2,20.1,1532.343233,4.4,428.206,7892.126433,63.3,1914.2,507550.9339,513910.7171,0.513910717,7892.126433,499658.8075,0.007892126,0.499658807
457,UTW-2-3,UTW-2-3,31,111.1,14426.61234,7.8,1098.234,35882.12021,57.5,4021.018,968484.0467,989939.5545,0.989939555,35882.12021,932601.9265,0.03588212,0.932601926
458,CAW-3-7,CAW-3-7,24.8,262.8,27300.18883,14.2,3176.009,188911.6225,49.8,6458.897,1347337.231,1508948.665,1.508948665,188911.6225,1158425.609,0.188911623,1.158425609
459,UTW-1-9,UTW-1-9,16.5,45,3110.176727,7.2,730.747,22038.81031,61,3177.268,811843.4537,830772.0872,0.830772087,22038.81031,789804.6434,0.02203881,0.789804643
460,CAV-2-2,CAV-2-2,18.7,78.3,6133.268506,10.3,1033.569,44592.85814,48,3276.795,658838.7264,697298.316,0.697298316,44592.85814,614245.8682,0.044592858,0.614245868
461,IDT-3-10,IDT-3-10,18,29.1,2194.088309,7,887.225,26014.79573,63.7,2735.317,729853.5189,753674.2263,0.753674226,26014.79573,703838.7232,0.026014796,0.703838723
462,MTV-1-9,MTV-1-9,12.3,47.3,2436.996253,9.6,940.674,37826.74596,36,2582.229,389390.9595,424780.7092,0.424780709,37826.74596,351564.2135,0.037826746,0.351564214
463,UTV-1-8,UTV-1-8,30,280.5,35248.66957,13.5,2912.227,164682.5571,51.5,3886.699,838449.1851,967883.0726,0.967883073,164682.5571,673766.628,0.164682557,0.673766628
464,NVV-1-8,NVV-1-8,15.5,108.3,7031.512677,11.2,1982.743,93019.29792,44,1617.247,298069.5693,384057.3545,0.384057355,93019.29792,205050.2713,0.093019298,0.205050271
465,NVV-1-9,NVV-1-9,29.7,436.8,54341.00778,13.5,2625.026,148441.7231,42,4459.273,784516.2806,878616.996,0.878616996,148441.7231,636074.5575,0.148441723,0.636074557
466,UTW-2-5,UTW-2-5,23.2,163.3,15869.48302,10.8,1927.525,87199.17667,60,3779.5,949891.9547,1021221.648,1.021221648,87199.17667,862692.7781,0.087199177,0.862692778
467,IDW-3-8,IDW-3-8,21.6,206.9,18719.87098,11.3,1580.986,74833.33098,60.3,4788.669,1209541.407,1265654.867,1.265654867,74833.33098,1134708.076,0.074833331,1.134708076
468,CAV-2-7,CAV-2-7,24.4,249.3,25480.07571,12.8,2060.7,110487.5517,51,2931.822,626320.1511,711327.627,0.711327627,110487.5517,515832.5994,0.110487552,0.515832599
469,NVV-3-10,NVV-3-10,14.6,118.8,7265.372834,9.7,1285.955,52249.97837,34.5,3085.526,445899.4274,490884.033,0.490884033,52249.97837,393649.4491,0.052249978,0.393649449
470,UTT-2-1,UTT-2-1,52,331.1,72119.23871,14.3,2326.255,139341.9765,117,6792.683,3329015.51,3396238.247,3.396238247,139341.9765,3189673.533,0.139341976,3.189673533
