Sample.tag.,Subspp.Prov.ID,Pop,Height10_10,Crown10_10,Ellip_vol10_10,Height5_11,Crown7_11,Ellip_vol11,Height5_12,Crown5_12,Ellip_vol12,2yr_grw_vol_cm,2yr_grw_vol_m,y2011,y2012,y2011_m,y2012_m
146,NVT-2-5,NVT-2-5,31.3,290.2,38047.87052,12.5,2396.746,125493.3271,73.1,6796.219,2081006.091,2168451.547,2.168451547,125493.3271,1955512.764,0.125493327,1.955512764
147,MTW-3-5,MTW-3-5,13.3,49.2,2740.976758,7.2,907.348,27364.97099,57,3761.804,898172.2416,922796.2358,0.922796236,27364.97099,870807.2706,0.027364971,0.870807271
148,CAT-2-1,CAT-2-1,38.2,268.3,42931.16214,14.6,2585.024,158090.5989,72.3,6171.142,1868927.465,1984086.902,1.984086902,158090.5989,1710836.867,0.158090599,1.710836867
149,IDV-5-5,IDV-5-5,14.5,75.6,4591.751822,10.3,1048.958,45256.80946,47,2684.107,528428.5722,569093.6298,0.56909363,45256.80946,483171.7627,0.045256809,0.483171763
150,UTT-3-9,UTT-3-9,39.2,156.1,25631.70992,11.9,634.988,31651.99502,85.2,4698.603,1676860.581,1682880.866,1.682880866,31651.99502,1645208.586,0.031651995,1.645208586
151,WAW-3-4,WAW-3-4,13,37.1,2020.253516,4.2,370.592,6519.794986,49,1810.009,371505.6505,376005.192,0.376005192,6519.794986,364985.8555,0.006519795,0.364985856
152,WAW-3-1,WAW-3-1,31.8,164.6,21925.30079,15,1441.748,90587.6985,77.6,5929.894,1927512.756,1996175.153,1.996175153,90587.6985,1836925.057,0.090587699,1.836925057
153,IDV-4-7,IDV-4-7,13.5,88.4,4998.90223,9.5,1484.314,59066.05947,36.5,3135.154,479336.3363,533403.4936,0.533403494,59066.05947,420270.2769,0.059066059,0.420270277
154,UTW-1-8,UTW-1-8,37,135.6,21015.99822,10.2,741.783,31693.16832,70.4,3247.149,957554.4651,968231.6352,0.968231635,31693.16832,925861.2968,0.031693168,0.925861297
155,IDW-3-5,IDW-3-5,29.9,147.7,18498.66097,10,1248.68,52304.58553,59.7,3531.487,883121.6918,916927.6164,0.916927616,52304.58553,830817.1063,0.052304586,0.830817106
156,IDV-5-6,IDV-5-6,26,124.3,13537.33218,11.3,2123.868,100529.7435,55,6555.803,1510348.587,1597340.998,1.597340998,100529.7435,1409818.843,0.100529743,1.409818843
157,NVT-1-5,NVT-1-5,21,71.6,6298.264952,10,1183.26,49564.27898,62.3,6608.774,1724636.434,1767902.448,1.767902448,49564.27898,1675072.155,0.049564279,1.675072155
158,NMT-2-5,NMT-2-5,39.8,190.6,31775.65984,10.7,767.398,34394.82071,46,522,100581.2304,103200.3913,0.103200391,34394.82071,66186.40968,0.034394821,0.06618641
159,AZT-1-10,AZT-1-10,29,113.7,13811.69794,11.3,1087.167,51459.23363,55.5,4105.425,954420.4035,992067.9392,0.992067939,51459.23363,902961.1698,0.051459234,0.90296117
160,WAW-3-5,WAW-3-5,18.1,70.1,5314.7789,9.6,1109.221,44604.42297,76.4,7113.678,2276544.641,2315834.285,2.315834285,44604.42297,2231940.218,0.044604423,2.231940218
161,ORT-3-9,ORT-3-9,13.2,43.4,2399.674133,10.5,1071.22,47114.71635,44,2994.315,551872.523,596587.5653,0.596587565,47114.71635,504757.8067,0.047114716,0.504757807
162,CAV-3-6,CAV-3-6,38.8,349.2,56753.75093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,COT-1-2,COT-1-2,50.8,586,124695.2578,19.5,3409.492,278492.1105,104,13512.856,5886661.961,6040458.813,6.040458813,278492.1105,5608169.85,0.278492111,5.60816985
164,NVT-1-4,NVT-1-4,27,134.8,15245.52083,11.8,1063.959,52589.07224,60.8,3932.034,1001404.303,1038747.854,1.038747854,52589.07224,948815.2304,0.052589072,0.94881523
165,UTW-2-6,UTW-2-6,13,29.1,1584.619334,9.1,832.621,31737.83967,55.6,3382.589,787793.9353,817947.1556,0.817947156,31737.83967,756056.0956,0.03173784,0.756056096
166,ORW-2-5,ORW-2-5,24.1,75.4,7611.618233,11.2,1323.878,62109.00863,42,3226.26,567593.304,622090.6944,0.622090694,62109.00863,505484.2954,0.062109009,0.505484295
167,IDV-4-6,IDV-4-6,11.4,133.9,6394.020696,10.7,1431.315,64151.6173,46.3,3639.469,705842.2081,763599.8047,0.763599805,64151.6173,641690.5908,0.064151617,0.641690591
168,NVV-1-3,NVV-1-3,13,85.5,4655.840313,10.8,1214.837,54957.93112,42.2,4765,842294.5007,892596.5916,0.892596592,54957.93112,787336.5696,0.054957931,0.78733657
169,IDT-3-1,IDT-3-1,41.1,245.2,42213.45482,13.5,2046.655,115735.6136,86,6266.001,2257238.871,2330761.029,2.330761029,115735.6136,2141503.257,0.115735614,2.141503257
170,NVT-2-1,NVT-2-1,34.7,186.9,27166.10566,12.9,1468.465,79349.08432,86.3,5933.892,2145058.016,2197240.994,2.197240994,79349.08432,2065708.931,0.079349084,2.065708931
171,IDW-3-7,IDW-3-7,16,32.5,2178.170906,8,394.863,13231.98613,37.5,1402.135,220246.8508,231300.666,0.231300666,13231.98613,207014.8646,0.013231986,0.207014865
172,NMT-1-3,NMT-1-3,29.2,111.9,13686.78822,12.4,1134.745,58939.78839,70.2,5233.618,1538961.453,1584214.453,1.584214453,58939.78839,1480021.664,0.058939788,1.480021664
173,WAT-2-2,WAT-2-2,26,118.4,12894.77177,13.9,1333.565,77645.73373,64.2,5810.791,1562639.84,1627390.802,1.627390802,77645.73373,1484994.106,0.077645734,1.484994106
174,MTW-2-7,MTW-2-7,19,77.8,6191.869681,13,1279.261,69661.2273,44.5,5799.566,1081045.854,1144515.211,1.144515211,69661.2273,1011384.626,0.069661227,1.011384626
175,CAT-2-7,CAT-2-7,29.7,201.1,25018.26159,13.8,1661.122,96021.66356,62.7,5472.74,1437344.814,1508348.215,1.508348215,96021.66356,1341323.15,0.096021664,1.34132315
176,CAV-2-3,CAV-2-3,21.3,173.5,15479.88364,17.6,2084.049,153641.7351,47,2661.787,524034.3637,662196.2151,0.662196215,153641.7351,370392.6286,0.153641735,0.370392629
177,UTT-3-10,UTT-3-10,55,979.1,225568.4469,21.5,1531.144,137893.2813,87.7,6719.285,2468375.714,2380700.549,2.380700549,137893.2813,2330482.433,0.137893281,2.330482433
178,UTT-2-10,UTT-2-10,34.5,225.6,32602.19192,12.4,795.471,41317.55805,56,2281.762,535238.0497,543953.4158,0.543953416,41317.55805,493920.4916,0.041317558,0.493920492
179,ORV-1-7,ORV-1-7,22.1,106.8,9886.717745,13,1027.74,55964.83419,45.5,2102.215,400661.0608,446739.1773,0.446739177,55964.83419,344696.2266,0.055964834,0.344696227
180,CAW-3-9,CAW-3-9,37.4,856.8,134226.9337,21.1,3809.695,336714.0764,78.5,8922.515,2933901.66,3136388.802,3.136388802,336714.0764,2597187.583,0.336714076,2.597187583
181,WAT-1-4,WAT-1-4,41.5,546.1,94931.18073,16.3,1934.98,132115.1719,79,7905.764,2616131.358,2653315.349,2.653315349,132115.1719,2484016.186,0.132115172,2.484016186
182,MTW-3-3,MTW-3-3,10.5,97,4266.282824,9,1429.255,53881.6441,48,3216.6,646735.8035,696351.1648,0.696351165,53881.6441,592854.1594,0.053881644,0.592854159
183,NVW-1-10,NVW-1-10,48.7,712.5,145345.7841,21.3,4965.364,443015.8902,79.2,5876,1949375.834,2247045.941,2.247045941,443015.8902,1506359.944,0.44301589,1.506359944
184,COW-2-1,COW-2-1,28,138.4,16232.3998,14.2,2083.29,123915.7994,45.5,1639.519,312475.8513,420159.2509,0.420159251,123915.7994,188560.0519,0.123915799,0.188560052
185,UTV-3-4,UTV-3-4,39.7,375.5,62443.76166,16.4,2976.052,204443.3425,71,6327.159,1881723.057,2023722.637,2.023722637,204443.3425,1677279.714,0.204443342,1.677279714
186,NMT-1-1,NMT-1-1,38,389.7,62030.11863,13.3,1995.66,111180.0341,62,5083.746,1320274.218,1369424.133,1.369424133,111180.0341,1209094.184,0.111180034,1.209094184
187,NVW-1-1,NVW-1-1,50.7,653.2,138721.1705,16.3,3032.163,207027.8432,86,6964.11,2508722.835,2577029.507,2.577029507,207027.8432,2301694.992,0.207027843,2.301694992
188,UTT-2-6,UTT-2-6,35.6,278.5,41530.17936,13.2,2166.641,119797.9807,76,5326.51,1695684.101,1773951.903,1.773951903,119797.9807,1575886.121,0.119797981,1.575886121
189,NVT-1-9,NVT-1-9,46.5,235.1,45792.48284,12.8,2086.473,111869.4101,92.4,5170.871,2001355.707,2067432.634,2.067432634,111869.4101,1889486.297,0.11186941,1.889486297
190,WAT-1-8,WAT-1-8,57.4,504.4,121276.1997,17.5,3774.146,276659.3514,116,9389.044,4562133.323,4717516.474,4.717516474,276659.3514,4285473.971,0.276659351,4.285473971
191,ORW-2-6,ORW-2-6,32,175.3,23497.43753,12.6,2282.881,120487.6206,60,2907.393,730707.5592,827697.7423,0.827697742,120487.6206,610219.9386,0.120487621,0.610219939
192,ORW-3-3,ORW-3-3,33.5,340.7,47808.54756,17,2867.64,204203.0198,69.8,6997.809,2046002.295,2202396.767,2.202396767,204203.0198,1841799.275,0.20420302,1.841799275
193,NVV-1-4,NVV-1-4,18.6,92.6,7214.604697,8.5,623.565,22201.85519,31,1944.441,252490.5179,267477.7683,0.267477768,22201.85519,230288.6627,0.022201855,0.230288663
194,CAV-2-10,CAV-2-10,17,224,15950.9131,12.9,2350.07,126986.9575,55.2,6565.403,1518060.487,1629096.531,1.629096531,126986.9575,1391073.529,0.126986958,1.391073529
195,IDV-5-8,IDV-5-8,20.5,103.5,8887.565617,11.9,1553.767,77450.00748,49,4702.301,965150.6661,1033713.108,1.033713108,77450.00748,887700.6586,0.077450007,0.887700659
196,CAT-2-10,CAT-2-10,38.6,410.2,66324.13124,15.1,3024.913,191327.9618,92.5,10022.39,3883306.238,4008310.069,4.008310069,191327.9618,3691978.276,0.191327962,3.691978276
197,WAT-1-7,WAT-1-7,46.1,306.8,59244.07049,14.8,1343.653,83298.55177,79,4527.034,1498060.858,1522115.34,1.52211534,83298.55177,1414762.307,0.083298552,1.414762307
198,IDW-2-2,IDW-2-2,11.7,16.9,828.2494872,5.2,422.673,9206.540316,41.2,1631.76,281606.1325,289984.4234,0.289984423,9206.540316,272399.5922,0.00920654,0.272399592
199,ORV-1-6,ORV-1-6,15.4,118.1,7618.320297,11,1638.362,75490.30167,59.5,6200.194,1545293.058,1613165.039,1.613165039,75490.30167,1469802.756,0.075490302,1.469802756
200,AZW-1-8,AZW-1-8,24.5,146.3,15014.09017,12.8,850.678,45610.38942,49.1,2735.68,562646.2087,593242.508,0.593242508,45610.38942,517035.8193,0.045610389,0.517035819
201,ORW-1-1,ORW-1-1,12.4,13.8,716.7857798,4.3,548.582,9880.948105,70.2,4787.682,1407832.602,1416996.764,1.416996764,9880.948105,1397951.654,0.009880948,1.397951654
202,CAT-2-2,CAT-2-2,43.2,291.3,52712.40614,13.7,1742.592,100001.1265,74,8422.88,2610844.116,2658132.836,2.658132836,100001.1265,2510842.989,0.100001127,2.510842989
203,IDT-1-9,IDT-1-9,18.7,101.8,7974.032361,9.4,332.763,13102.41931,31,NA,NA,NA,NA,13102.41931,NA,0.013102419,NA
204,CAV-3-7,CAV-3-7,24.2,262.6,26619.42665,9.5,455.814,18138.43757,63.3,1388.87,368259.4638,359778.4747,0.359778475,18138.43757,350121.0262,0.018138438,0.350121026
205,MTV-1-10,MTV-1-10,11.3,85.8,4061.199655,10.5,1631.718,71766.70594,39,5206.548,850556.3533,918261.8595,0.91826186,71766.70594,778789.6473,0.071766706,0.778789647
206,MTW-1-2,MTW-1-2,9.5,73.5,2924.82276,8.5,1064.966,37917.81277,47.3,3913.596,775399.9015,810392.8915,0.810392892,37917.81277,737482.0888,0.037917813,0.737482089
207,IDW-1-1,IDW-1-1,12.2,27.4,1400.22879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,NMT-2-1,NMT-2-1,37.4,158.9,24893.39376,11,785.218,36180.24814,76.5,3277.796,1050344.983,1061631.837,1.061631837,36180.24814,1014164.735,0.036180248,1.014164735
209,NMT-2-10,NMT-2-10,30,98.1,12327.60957,9,745.345,28098.84452,74,4242.942,1315186.748,1330957.983,1.330957983,28098.84452,1287087.903,0.028098845,1.287087903
210,AZT-1-4,AZT-1-4,20.1,99.3,8360.532033,10,1132.473,47436.9181,66.5,4244.719,1182385.785,1221462.171,1.221462171,47436.9181,1134948.867,0.047436918,1.134948867
211,UTT-2-4,UTT-2-4,39.5,142.1,23511.46998,15,1564.655,98310.17307,106,7340.451,3259246.58,3334045.283,3.334045283,98310.17307,3160936.407,0.098310173,3.160936407
212,NVT-1-3,NVT-1-3,34.6,225.9,32740.17067,14.7,1725.288,106234.9813,72.5,5924.356,1799151.618,1872646.428,1.872646428,106234.9813,1692916.636,0.106234981,1.692916636
213,WAT-1-6,WAT-1-6,39.3,216.8,35689.49785,17.9,2019.28,151404.2911,90.4,5946.787,2251849.819,2367564.613,2.367564613,151404.2911,2100445.528,0.151404291,2.100445528
214,COW-1-10,COW-1-10,33.5,229.2,32162.36895,14.6,2309.074,141214.5077,58.7,7369.115,1811932.624,1920984.763,1.920984763,141214.5077,1670718.116,0.141214508,1.670718116
215,IDW-1-2,IDW-1-2,17.8,101.9,7597.711449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,COW-1-9,COW-1-9,28.2,157.3,18580.88692,12.1,1301.027,65941.72276,52,4645.21,1011806.128,1059166.963,1.059166963,65941.72276,945864.4049,0.065941723,0.945864405
217,WAT-2-9,WAT-2-9,14.2,37.5,2230.530784,9.2,1264.403,48726.13389,59,3569.992,882282.9037,928778.5068,0.928778507,48726.13389,833556.7698,0.048726134,0.83355677
218,NVT-2-4,NVT-2-4,22.5,82.8,7803.716152,11.5,938.515,45209.28805,67.5,4253.03,1202515.902,1239921.474,1.239921474,45209.28805,1157306.614,0.045209288,1.157306614
219,UTT-3-3,UTT-3-3,44,222.7,41045.11746,17.6,355.728,26225.23133,106,5033.695,2235019.785,2220199.899,2.220199899,26225.23133,2208794.554,0.026225231,2.208794554
220,ORV-2-3,ORV-2-3,13.7,73.3,4206.425012,10.2,1296.12,55377.58255,50.7,3325.997,706347.5153,757518.6728,0.757518673,55377.58255,650969.9327,0.055377583,0.650969933
221,UTT-3-7,UTT-3-7,14.2,34.5,2052.088321,8.8,415.041,15298.97314,42.5,2139.009,380794.0478,394040.9326,0.394040933,15298.97314,365495.0746,0.015298973,0.365495075
222,CAW-3-8,CAW-3-8,19.8,143.9,11934.78483,10.7,1462.116,65532.11982,42,3648.507,641878.8761,695476.2111,0.695476211,65532.11982,576346.7563,0.06553212,0.576346756
223,UTV-2-2,UTV-2-2,18,36.8,2774.654632,9.8,1090.797,44777.37393,59.2,4362.637,1081830.931,1123833.65,1.12383365,44777.37393,1037053.557,0.044777374,1.037053557
224,CAV-1-9,CAV-1-9,12.6,85.6,4517.861563,12.4,994.778,51669.76264,35,3644.133,534257.8015,581409.7026,0.581409703,51669.76264,482588.0389,0.051669763,0.482588039
225,NMT-2-6,NMT-2-6,31.2,92.9,12141.12463,13.3,566.19,31542.95998,62.5,2874.721,752600.1979,772002.0332,0.772002033,31542.95998,721057.2379,0.03154296,0.721057238
226,IDW-1-10,IDW-1-10,12.8,20.5,1099.13855,7,1320.277,38712.54356,44,2607.416,480564.4184,518177.8234,0.518177823,38712.54356,441851.8749,0.038712544,0.441851875
227,UTT-1-9,UTT-1-9,34.8,121.7,17740.19672,12.6,1326.045,69987.00627,69.3,3343.944,970690.6352,1022937.445,1.022937445,69987.00627,900703.6289,0.069987006,0.900703629
228,UTV-3-8,UTV-3-8,21.3,134.8,12027.02199,11.5,342.339,16490.84187,44.5,4167.023,776737.9381,781201.758,0.781201758,16490.84187,760247.0962,0.016490842,0.760247096
229,IDW-3-2,IDW-3-2,10.2,21.4,914.3291259,5.1,1732.937,37020.43861,46.2,2234.299,432386.2512,468492.3607,0.468492361,37020.43861,395365.8126,0.037020439,0.395365813
230,NVV-3-4,NVV-3-4,24,204.7,20578.68852,14.6,789.04,48254.79614,66,6530.135,1805322.125,1832998.232,1.832998232,48254.79614,1757067.328,0.048254796,1.757067328
231,UTV-3-3,UTV-3-3,12.3,38,1957.840542,10.2,2762.975,118049.9307,41.7,3397.027,593367.3737,709459.4639,0.709459464,118049.9307,475317.4431,0.118049931,0.475317443
232,UTT-1-10,UTT-1-10,42.7,309.6,55375.4714,16.2,1604.302,108865.369,68,7719.11,2198693.8,2252183.698,2.252183698,108865.369,2089828.431,0.108865369,2.089828431
233,IDT-2-8,IDT-2-8,37.5,294.1,46197.11997,14.4,2035.751,122793.6074,65.8,4222.765,1163888.605,1240485.092,1.240485092,122793.6074,1041094.997,0.122793607,1.041094997
234,UTV-2-1,UTV-2-1,26,176.9,19265.92167,13.5,2516.916,142328.2467,66,4783.998,1322584.821,1445647.147,1.445647147,142328.2467,1180256.575,0.142328247,1.180256575
235,CAT-2-9,CAT-2-9,41.4,379.3,65776.65636,16.9,2621.33,185565.4041,79.7,9134.516,3049526.92,3169315.668,3.169315668,185565.4041,2863961.516,0.185565404,2.863961516
236,MTW-3-7,MTW-3-7,14.8,23.3,1444.462414,10.1,862.059,36470.94138,49.5,4907.849,1017618.516,1052644.995,1.052644995,36470.94138,981147.5746,0.036470941,0.981147575
237,COW-1-8,COW-1-8,14.3,56.9,3408.292926,10.4,1078.859,46998.78572,49,3032.865,622497.725,666088.2178,0.666088218,46998.78572,575498.9393,0.046998786,0.575498939
238,ORT-2-3,ORT-2-3,52.4,592.5,130049.3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,WAT-2-3,WAT-2-3,19.5,57,4655.840313,10.7,1750.026,78436.26191,87.2,8763.844,3201103.62,3274884.042,3.274884042,78436.26191,3122667.358,0.078436262,3.122667358
240,CAV-3-2,CAV-3-2,78.8,1235.1,407677.6928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NVV-3-3,NVV-3-3,24,423.8,42605.02293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,UTW-2-4,UTW-2-4,12.9,17,918.6016919,7.6,763.917,24319.14916,43.5,3943.158,718492.1799,741892.7273,0.741892727,24319.14916,694173.0307,0.024319149,0.694173031
243,NVV-2-8,NVV-2-8,23,181.8,17515.00736,13.2,3258.743,180182.518,40,2427.002,406648.0882,569315.5988,0.569315599,180182.518,226465.5702,0.180182518,0.22646557
244,NVV-3-2,NVV-3-2,24.8,225.8,23456.55494,15.7,1473.262,96887.61132,42.3,4150.005,735322.0624,808753.1188,0.808753119,96887.61132,638434.4511,0.096887611,0.638434451
245,ORV-2-1,ORV-2-1,18.8,100.9,7945.799915,9.4,1972.712,77674.801,37,2232.712,346037.3998,415766.4008,0.415766401,77674.801,268362.5988,0.077674801,0.268362599
246,IDT-2-2,IDT-2-2,20,94.4,7908.435907,8.8,1659.42,61168.46773,73.5,4515.213,1390126.079,1443386.111,1.443386111,61168.46773,1328957.611,0.061168468,1.328957611
247,UTT-1-6,UTT-1-6,37.3,258.2,40341.65203,15.1,2852.368,180414.3642,85.4,6789.618,2428800.371,2568873.083,2.568873083,180414.3642,2248386.007,0.180414364,2.248386007
248,WAT-1-3,WAT-1-3,42.8,275.1,49319.98873,14.6,2045.824,125115.102,68,8606.53,2451464.502,2527259.615,2.527259615,125115.102,2326349.4,0.125115102,2.3263494
249,MTW-3-10,MTW-3-10,12.5,33.6,1759.291886,7.9,632.779,20939.56997,36.8,2801.014,431769.2482,450949.5263,0.450949526,20939.56997,410829.6783,0.02093957,0.410829678
250,ORT-2-4,ORT-2-4,53.7,686.2,154352.4789,15.9,3039.398,202429.2691,89.5,8861.731,3322233.915,3370310.705,3.370310705,202429.2691,3119804.646,0.202429269,3.119804646
251,NVW-1-4,NVW-1-4,41.6,198.3,34554.50326,11.7,634.939,31117.62729,72.5,3983.627,1209776.887,1206340.011,1.206340011,31117.62729,1178659.26,0.031117627,1.17865926
252,UTT-3-8,UTT-3-8,45.1,339.7,64174.23467,15.1,2725.854,172412.2611,94.7,10051.368,3987160.902,4095398.928,4.095398928,172412.2611,3814748.641,0.172412261,3.814748641
253,ORT-2-8,ORT-2-8,40,137.3,23004.8358,9.5,1893.482,75348.28912,75.5,4792.032,1515497.661,1567841.114,1.567841114,75348.28912,1440149.372,0.075348289,1.440149372
254,NVT-1-7,NVT-1-7,44.9,161.8,30430.80686,8.9,1111.989,41455.20882,82,7997.194,2746882.567,2757906.969,2.757906969,41455.20882,2705427.358,0.041455209,2.705427358
255,MTW-3-8,MTW-3-8,8.5,48.8,1737.510177,6.8,622.218,17723.11651,45.5,2426.507,462467.8583,478453.4646,0.478453465,17723.11651,444744.7418,0.017723117,0.444744742
256,COT-1-7,COT-1-7,34.2,232.3,33278.51399,12.8,1610.457,86347.09129,90.5,7434.31,2818239.224,2871307.801,2.871307801,86347.09129,2731892.133,0.086347091,2.731892133
257,COT-1-3,COT-1-3,45.6,445.5,85094.43525,16.3,2161.714,147595.9528,14,10786.482,632552.342,695053.8596,0.69505386,147595.9528,484956.3893,0.147595953,0.484956389
258,CAV-4-3,CAV-4-3,61.5,1074.5,276802.5871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,CAT-1-3,CAT-1-3,40.3,224.2,37846.80859,15.7,2233.663,146894.6274,81,5388.08,1828132.475,1937180.294,1.937180294,146894.6274,1681237.847,0.146894627,1.681237847
260,WAT-1-2,WAT-1-2,51,387.9,82866.41774,15.6,2617.848,171063.6105,108.5,6533.918,2969559.471,3057756.664,3.057756664,171063.6105,2798495.861,0.171063611,2.798495861
261,NVV-2-7,NVV-2-7,22.2,209.6,19490.94348,10.9,1979.181,90365.07645,36,2284.984,344567.4695,415441.6025,0.415441602,90365.07645,254202.3931,0.090365076,0.254202393
262,ORT-2-9,ORT-2-9,49.3,663.5,137017.6314,14.9,3477.159,217019.8344,89,7850.479,2926676.849,3006679.052,3.006679052,217019.8344,2709657.014,0.217019834,2.709657014
263,NVV-2-2,NVV-2-2,8.3,23.5,817.0235294,5.8,520.291,12640.4611,37,2086.641,323398.5511,335221.9887,0.335221989,12640.4611,310758.09,0.012640461,0.31075809
264,CAV-4-2,CAV-4-2,35.2,563.6,83100.23601,NA,183.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,CAV-3-5,CAV-3-5,54.3,898.9,204455.9809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,UTW-1-1,UTW-1-1,18.6,134.9,10510.26105,11.2,1294.518,60731.60037,38,2461.184,391756.5704,441977.9097,0.44197791,60731.60037,331024.97,0.0607316,0.33102497
267,NVW-1-7,NVW-1-7,34.3,255.5,36709.09128,12.9,1152.089,62253.58263,63.5,3681.164,979146.1053,1004690.597,1.004690597,62253.58263,916892.5227,0.062253583,0.916892523
268,IDT-3-8,IDT-3-8,43,267.1,48109.51214,16.6,2668.573,185556.3346,118.2,5175,2562220.136,2699666.959,2.699666959,185556.3346,2376663.802,0.185556335,2.376663802
269,NMT-1-7,NMT-1-7,39.4,150.8,24887.78078,12.5,1104.082,57809.59834,95.4,4752.123,1898998.655,1931920.472,1.931920472,57809.59834,1841189.056,0.057809598,1.841189056
270,MTW-3-4,MTW-3-4,8.8,40.5,1492.884829,10.5,1067.65,46957.69955,46,4934.912,950880.3082,996345.1229,0.996345123,46957.69955,903922.6086,0.0469577,0.903922609
271,COW-2-9,COW-2-9,16.3,31,2116.59569,8,824.658,27634.55482,55.3,3433.415,795316.5882,820834.5473,0.820834547,27634.55482,767682.0334,0.027634555,0.767682033
272,IDW-1-7,IDW-1-7,12,15.6,784.1415263,6.3,365.641,9649.038667,54.5,2767.161,631712.6006,640577.4977,0.640577498,9649.038667,622063.5619,0.009649039,0.622063562
273,ORT-3-3,ORT-3-3,31.4,216.9,28528.4259,16.5,1819.774,125773.7499,57.5,4261.115,1026312.714,1123558.038,1.123558038,125773.7499,900538.9646,0.12577375,0.900538965
274,NVV-3-6,NVV-3-6,25.7,166.9,17967.10349,12,1796.581,90306.01074,55.8,4274.591,999119.362,1071458.269,1.071458269,90306.01074,908813.3513,0.090306011,0.908813351
275,WAT-2-1,WAT-2-1,34.6,280.8,40696.94522,12,1035.631,52056.49186,68.2,3850.869,1100098.896,1111458.443,1.111458443,52056.49186,1048042.404,0.052056492,1.048042404
276,MTW-3-6,MTW-3-6,13.5,26.9,1521.159163,6.4,492.9,13213.79003,44,2212.457,407770.8012,419463.4321,0.419463432,13213.79003,394557.0112,0.01321379,0.394557011
277,CAV-1-7,CAV-1-7,10.4,57.1,2487.471175,9.5,767.528,30542.6308,32.5,2454.531,334149.2508,362204.4105,0.36220441,30542.6308,303606.62,0.030542631,0.30360662
278,UTW-1-10,UTW-1-10,18.5,62.9,4874.285722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,CAT-2-4,CAT-2-4,33,184.9,25558.74119,14.5,1561.338,94831.70115,83.5,4769.98,1668367.199,1737640.159,1.737640159,94831.70115,1573535.498,0.094831701,1.573535498
280,CAV-2-8,CAV-2-8,27.2,339.2,38646.78374,14,2695.221,158056.0145,50,7429.574,1556046.34,1675455.571,1.675455571,158056.0145,1397990.325,0.158056015,1.397990325
281,ORV-1-10,ORV-1-10,12.6,37.7,1989.759123,9,1234.648,46545.13304,62,4829.543,1254256.43,1298811.803,1.298811803,46545.13304,1207711.297,0.046545133,1.207711297
282,CAV-1-5,CAV-1-5,9.6,43.4,1745.217551,7.2,768.349,23172.85991,38.2,2937.089,469968.856,491396.4984,0.491396498,23172.85991,446795.9961,0.02317286,0.446795996
283,UTW-2-9,UTW-2-9,16,63.4,4249.108784,10.5,1146.969,50446.33138,41,3021.19,518860.3742,565057.5968,0.565057597,50446.33138,468414.0429,0.050446331,0.468414043
284,UTT-3-1,UTT-3-1,41.5,466.9,81163.46508,18.8,2705.272,213038.1569,100.2,7636.507,3205170.117,3337044.809,3.337044809,213038.1569,2992131.96,0.213038157,2.99213196
285,IDV-5-4,IDV-5-4,19.1,87.7,7016.516808,12.2,295.963,15124.66837,21,515.173,45316.98394,53425.1355,0.053425135,15124.66837,30192.31557,0.015124668,0.030192316
286,IDT-1-5,IDT-1-5,38.9,430.2,70098.48254,15.6,2202.144,143899.3798,81.5,7022.349,2397334.457,2471135.354,2.471135354,143899.3798,2253435.077,0.14389938,2.253435077
287,UTV-2-8,UTV-2-8,23,95.1,9162.140815,11.9,1539.23,76725.38741,59,4513.991,1115581.516,1183144.762,1.183144762,76725.38741,1038856.128,0.076725387,1.038856128
288,NVV-2-9,NVV-2-9,31.8,502.2,66894.81202,15.4,3539.118,228299.1913,44.5,5555.396,1035532.282,1196936.661,1.196936661,228299.1913,807233.0902,0.228299191,0.80723309
289,NVV-3-7,NVV-3-7,18.2,207.7,15834.2134,12.1,1256.994,63709.93827,39.5,2956.387,489155.5538,537031.2787,0.537031279,63709.93827,425445.6156,0.063709938,0.425445616
290,NMT-1-9,NMT-1-9,35.7,147.7,22087.02998,11.1,1126.857,52393.85996,73.5,4222.045,1299866.664,1330173.494,1.330173494,52393.85996,1247472.804,0.05239386,1.247472804
291,NVT-1-1,NVT-1-1,43.6,212,38717.82562,12.8,1306.633,70057.10735,82.2,5503.682,1895019.833,1926359.114,1.926359114,70057.10735,1824962.725,0.070057107,1.824962725
292,IDW-3-1,IDW-3-1,21.2,60.2,5345.901611,6.8,938.991,26746.00686,61,3307.278,845063.1151,866463.2204,0.86646322,26746.00686,818317.1083,0.026746007,0.818317108
